,Event ID,Description,Start Date,End Date,Status,Type,Booked Spaces,Firm (Booked Date),Forecast Attendance,Actual Attendance (Attendee + Exhibitor),In Date,Out Date,Booking Entered On (Client Contact Date),SQFT per Event,F&B Minimum Per Contract:,Total Room Nights,Ordered Rent Total,eventDuration,bookingTillStart,contactTillStart,totalEventDuration,startDoW,endDoW,isWeekend,isHoliday,isHolidayTotal,isStadium,Frequency,Recur (Y/N),O,U,P-A,P-B,P-C,M-A2,E-A3,E-A1,E-A2,E-B1,E-B2,E-B3,E-C1,M-A5,M-B2,M-C4,BA-C,M-A1,P,M-A4,M-A3,M-B3,M-B4,M-B1,M-B5,M-C1,M-C2,M-C3,BA-A,BA-B,Expense
0,6179,Passion Conference 2015,42005,2015/1/3,Confirmed (56),CONV,"['Exhibit Hall A2', ' Exhibit Hall B2', ' Meeting Room A307', ' Meeting Room A402', ' Meeting Room A403', ' Meeting Room A404', ' Meeting Room A411-A412', ' Meeting Room B208', ' Meeting Room B302-B305', ' Meeting Room B312-B314', ' Meeting Room B405-B407']",41796,18000,19000,42004,2015/1/4,41431,1284565,0,10717,67500,3,209,574,5,3,5,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,8,0,0,0,3,0,0,0,21,48,0,14,0,0,0,0,0,1848
1,5045,AutoTrader.com 2015 Annual Meeting,42010,2015/1/8,Confirmed (56),CONF,"['Building A Registration Hall', ' Exhibit Hall A1', ' Exhibit Hall A2', ' Exhibit Hall A3', ' Meeting Room A301', ' Meeting Room A302', ' Meeting Room A303', ' Meeting Room A304', ' Meeting Room A305', ' Meeting Room A306', ' Meeting Room A307', ' Meeting Room A308a', ' Meeting Room A308b', ' Meeting Room A309', ' Meeting Room A310', ' Meeting Room A311', ' Meeting Room A312', ' Meeting Room A313', ' Meeting Room A314', ' Meeting Room A315', ' Meeting Room A316', ' Meeting Room A401', ' Meeting Room A402', ' Meeting Room A403', ' Meeting Room A404', ' Meeting Room A405', ' Meeting Room A406', ' Meeting Room A407', ' Meeting Room A408', ' Meeting Room A409', ' Meeting Room A410', ' Meeting Room A411', ' Meeting Room A412', ' Meeting Room B401', ' Meeting Room B402', ' Sidney Marcus Auditorium', ' Thomas Murphy Ballroom 1-4']",39923,2500,1300,42005,2015/1/8,41326,2586620,340000,3000,102671.25,3,2087,684,8,1,3,0,0,1,0,1,0,0,0,1,0,0,7,1,1,1,0,0,0,0,2,0,0,0,17,1,2,1,0,2,0,0,0,0,0,1,1,nomatch
2,9062,Girl Scouts of Greater Atlanta,42013,2015/1/11,Confirmed (56),MEET,"['Exhibit Hall A2', ' Meeting Room A308a', ' Meeting Room A308b']",41912,1000,1336,42013,2015/1/11,41810,259880,0,1,8500,3,101,203,3,4,6,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,nomatch
3,5883,Monster Jam,42014,2015/1/10,Confirmed (56),COMP,"['Stadium', ' West Plaza']",41929,60000,58533,42011,2015/1/11,41423,240000,0,1,0,1,85,591,5,5,5,1,0,0,1,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nomatch
4,7774,2015 Georgia Entertainment Gala,42014,2015/1/10,Confirmed (56),CO,"['Building A Registration Hall', ' Exhibit Hall A1', ' Meeting Room A313', ' Meeting Room A313-A314', ' Meeting Room A314', ' Meeting Room A411', ' Meeting Room A411-A412', ' Meeting Room A412', ' Meeting Room A412A', ' Sidney Marcus Auditorium', ' Sidney Marcus Auditorium Foyer', "" Sidney Marcus Auditorium Interpreter's Booth"", ' Sidney Marcus Auditorium Lounge']",41744,1500,650,42013,2015/1/11,41645,375135,0,1,8581.7,1,270,369,3,5,5,1,0,0,0,1,0,0,0,1,0,0,10,1,0,0,0,0,0,0,10,0,0,0,0,1,0,1,0,0,0,0,0,0,0,4,0,nomatch
5,8130,2015 International Convention Volunteer Kick Off,42014,2015/1/11,Confirmed (56),MEET,['Georgia Ballroom 1-3'],41716,3000,1600,42014,2015/1/11,41689,51444,0,1,9000,2,298,325,2,5,6,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,nomatch
6,8047,Novo Nordisk  POA 2015 - South Area,42015,2015/1/14,Confirmed (56),CONF,"['Executive Boardroom', ' Exhibit Hall B1', ' Exhibit Hall B2', ' Meeting Room B201', ' Meeting Room B202', ' Meeting Room B203', ' Meeting Room B204', ' Meeting Room B205', ' Meeting Room B206', ' Meeting Room B207-B208', ' Meeting Room B211-B212', ' Meeting Room B213-B214', ' Meeting Room B215', ' Meeting Room B216-217', ' Meeting Room B218', ' Meeting Room B301', ' Meeting Room B306', ' Meeting Room B307', ' Meeting Room B308-B309', ' Meeting Room B310', ' Meeting Room B311', ' Meeting Room B312-B313A', ' Meeting Room B313B-B314', ' Meeting Room B315', ' Meeting Room B316', ' Meeting Room B317', ' Meeting Room B318', ' Meeting Room B319']",41900,1000,850,42014,2015/1/16,41680,1554946,0,11860,54605.16,4,115,335,7,6,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,9,0,0,0,0,0,0,42,17,5,1,0,0,0,0,0,nomatch
7,5510,Eggs & Issues,42017,2015/1/13,Confirmed (56),ME,"['Building B Registration Hall', ' Meeting Room B401', ' Meeting Room B402', ' Meeting Room B403', ' Meeting Room B404', ' Meeting Room B405', ' Meeting Room B406', ' Meeting Room B407', ' Meeting Room B408', ' Meeting Room B409', ' Meeting Room B411', ' Thomas Murphy Ballroom 1-4', ' Thomas Murphy Ballroom Dressing Room 1', ' Thomas Murphy Ballroom Dressing Room 2', ' Thomas Murphy Ballroom Dressing Room 3', ' Thomas Murphy Ballroom Dressing Room 4', ' Thomas Murphy Ballroom Galleria']",41933,1400,2120,42016,2015/1/13,41402,176686,55000,1,0,1,84,615,2,1,1,0,0,0,0,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,4,1,1,0,0,0,0,6,nomatch
8,10099,Jeff Zucker CNN Global Town Hall Meeting,42017,2015/1/14,Confirmed (56),MEET,['Sidney Marcus Auditorium'],42002,1500,350,42017,2015/1/14,41967,31378,0,1,6435,2,15,50,2,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,nomatch
9,9639,Primerica,42018,2015/1/14,Confirmed (56),MEET,"['Georgia Ballroom 1', ' Georgia Ballroom 2', ' Georgia Ballroom Dressing Room 1', ' Georgia Ballroom Dressing Room 2', ' Georgia Ballroom Dressing Room 3', ' Georgia Ballroom Dressing Room 4', ' Georgia Ballroom Green Room']",41991,700,600,42017,2015/1/14,41905,39064,0,1,10771.25,1,27,113,2,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,nomatch
10,5232,Progressive Atlanta Boat Show 2015,42019,2015/1/18,Confirmed (56),PUB,"['Exhibit Hall C1', ' Exhibit Halls C2-C4 Combined', ' Hall C2 Show Office', ' Hall C3a Show Office', ' Hall C3b Show Office', ' Hall C4 Show Office', ' Marshalling Yard 1', ' Meeting Room C103', ' Meeting Room C104', ' Meeting Room C105']",41624,20000,24700,42013,2015/1/20,41358,6857808,0,1,238500,4,395,661,12,3,6,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,nomatch
11,7056,Hollywood Connection,42020,2015/1/18,Confirmed (56),COMP,"['Meeting Room A401', ' Meeting Room A402-A403', ' Meeting Room A411-A412']",41729,250,250,42020,2015/1/18,41528,48870,1200,1,6780,3,291,492,3,4,6,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,nomatch
12,8051,Passion Conference,42020,2015/1/18,Confirmed (56),CONV,"['Building A-B Registration Hall', ' Exhibit Hall A2', ' Exhibit Hall A3', ' Georgia Ballroom 1-3', ' Georgia Ballroom Dressing Room 1', ' Georgia Ballroom Dressing Room 2', ' Georgia Ballroom Dressing Room 3', ' Georgia Ballroom Dressing Room 4', ' Georgia Ballroom Galleria', ' Georgia Ballroom Green Room', ' Georgia Ballroom Patio', ' Meeting Room A307', ' Meeting Room A309', ' Meeting Room B302-B305', ' Meeting Room B312-B314', ' Meeting Room B405-B407']",41796,10000,9850,42018,2015/1/18,41680,1305286,0,8837,97959,3,224,340,5,4,6,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,8,2,1,0,0,20,48,0,14,0,0,0,0,0,nomatch
13,5476,Lil Big South,42021,2015/1/18,Confirmed (56),COMP,"['Exhibit Halls B4-B5 Combined', ' Meeting Room B214', ' Meeting Room B215', ' Meeting Room B216', ' Meeting Room B217']",41943,5000,5100,42019,2015/1/19,41395,1544021,0,1074,40182,2,78,626,5,5,6,1,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,nomatch
14,10083,Building Owners and Managers Association of Georgia,42025,2015/1/21,Confirmed (56),MEET,"['Georgia Ballroom 1', ' Georgia Ballroom Galleria', ' Meeting Room C301']",41982,250,370,42025,2015/1/21,41962,12073,10000,1,0,1,43,63,1,2,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,nomatch
15,10329,Hinman Dental Society,42026,2015/1/22,Confirmed (56),MEET,['Meeting Room A402-A403'],42030,150,30,42026,2015/1/22,42010,3779,5000,1,0,1,-4,16,1,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,nomatch
16,6075,CheerSport Grand Championships,42027,2015/1/24,Confirmed (56),COMP,"['Exhibit Hall C1', ' Georgia Ballroom 1-3', ' Hall C1 Show Office']",41738,10000,10000,42027,2015/1/24,41428,257948,0,1,20000,2,289,599,2,4,5,1,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,nomatch
17,7899,Hot Chocolate 15/5K,42027,2015/1/24,Confirmed (56),SPORT,['Exhibit Hall C4'],41946,15000,19000,42025,2015/1/24,41661,364400,0,1,24800,2,81,366,4,4,5,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nomatch
18,5756,Honda Battle of the Bands,42028,2015/1/24,Confirmed (56),COMP,"['Marshalling Yard 2', ' Stadium', ' Thomas Murphy Ballroom 1-4', ' West Plaza']",41920,40000,50505,42026,2015/1/25,41414,723000,0,1,0,1,108,614,4,5,5,1,0,0,0,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,591.46
19,10129,Dr. Sebi in Atlanta,42029,2015/1/25,Confirmed (56),MEET,['Sidney Marcus Auditorium'],41977,1500,1000,42029,2015/1/25,41975,15689,0,1,4290,1,52,54,1,6,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,nomatch
20,5616,IPPE 2015,42031,2015/1/29,Confirmed (56),CONV,"['A-B Connector Concourse', ' Building A-B Registration Hall', ' Building B-C Connector', ' Executive Boardroom', ' Exhibit Halls A1-A3 Combined', ' Exhibit Halls B1-B5 Combined', ' Exhibit Halls C2-C3 Combined', ' International Lounge', ' Meeting Room A301', ' Meeting Room A302', ' Meeting Room A303', ' Meeting Room A304', ' Meeting Room A305', ' Meeting Room A306', ' Meeting Room A307', ' Meeting Room A308a', ' Meeting Room A308b', ' Meeting Room A309', ' Meeting Room A310', ' Meeting Room A311', ' Meeting Room A312', ' Meeting Room A313', ' Meeting Room A314', ' Meeting Room A315', ' Meeting Room A316', ' Meeting Room A401', ' Meeting Room A404', ' Meeting Room A405', ' Meeting Room A406', ' Meeting Room A407', ' Meeting Room A408', ' Meeting Room A409', ' Meeting Room A410', ' Meeting Room A411', ' Meeting Room A412', ' Meeting Room A412A', ' Meeting Room B201', ' Meeting Room B202', ' Meeting Room B203', ' Meeting Room B204', ' Meeting Room B205', ' Meeting Room B206', ' Meeting Room B207', ' Meeting Room B208', ' Meeting Room B209', ' Meeting Room B210', ' Meeting Room B211', ' Meeting Room B212', ' Meeting Room B213', ' Meeting Room B214', ' Meeting Room B215', ' Meeting Room B216', ' Meeting Room B217', ' Meeting Room B218', ' Meeting Room B301', ' Meeting Room B302-B305', ' Meeting Room B306', ' Meeting Room B307', ' Meeting Room B308', ' Meeting Room B309', ' Meeting Room B310', ' Meeting Room B311', ' Meeting Room B312', ' Meeting Room B313', ' Meeting Room B314', ' Meeting Room B315', ' Meeting Room B316', ' Meeting Room B317', ' Meeting Room B318', ' Meeting Room B319', ' Meeting Room B401', ' Meeting Room B402', ' Meeting Room B403', ' Meeting Room B404', ' Meeting Room B405', ' Meeting Room B406', ' Meeting Room B407', ' Meeting Room B408', ' Meeting Room B409', ' Meeting Room B411', ' Meeting Room C103', ' Meeting Room C104', ' Meeting Room C105-C106', ' Meeting Room C107', ' Meeting Room C108-C109', ' Meeting Room C110', ' Room C102 Auditorium', ' Thomas Murphy Ballroom 1-4', ' Thomas Murphy Ballroom Dressing Room 1', ' Thomas Murphy Ballroom Dressing Room 2', ' Thomas Murphy Ballroom Dressing Room 3', ' Thomas Murphy Ballroom Dressing Room 4', ' Thomas Murphy Ballroom Dressing Room 5', ' Thomas Murphy Ballroom Dressing Room 6', ' Thomas Murphy Ballroom Dressing Room 7', ' Thomas Murphy Ballroom Dressing Room 8', ' Thomas Murphy Ballroom Galleria']",41408,24000,30400,42025,2015/2/1,41408,15385699,0,21580,755460,3,623,623,12,1,3,0,0,0,0,1,0,0,2,1,0,0,8,1,7,13,7,11,37,1,2,3,0,1,15,2,2,2,42,29,6,3,4,2,0,0,10,nomatch
21,8865,Verizon Wireless,42031,2015/1/28,Confirmed (56),MEET,"['Georgia Ballroom 1-3', ' Meeting Room C301', ' Meeting Room C302', ' Red Deck']",41842,500,450,42030,2015/1/28,41781,93855,55000,1,8000,2,189,250,3,1,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,nomatch
22,10327,U.S. Green Building Council Annual Meeting,42032,2015/1/28,Confirmed (56),REC,['Meeting Room C208-C210'],42016,200,200,42032,2015/1/28,42010,4348,0,1,0,1,16,22,1,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,nomatch
23,5521,Ultimate Gym Sports - Paws for a Cause Invitational,42034,2015/2/1,Confirmed (56),COMP,"['Exhibit Hall C4', ' Hall C4 Show Office', ' Room C101 Auditorium']",41807,3000,3500,42033,2015/2/2,41404,386476,0,2750,15000,3,227,630,5,4,6,1,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,nomatch
24,8521,NCA Cheer Competition,42034,2015/1/31,Confirmed (56),COMP,"['Exhibit Hall C1', ' Hall C1 Show Office', ' Meeting Room C201', ' Meeting Room C202']",41758,10000,10000,42034,2015/1/31,41737,107204,0,1,15000,2,276,297,2,4,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,nomatch
25,9238,Everest  Institute Graduation,42035,2015/1/31,Confirmed (56),GRAD,"['Meeting Room A406-A407', ' Sidney Marcus Auditorium', ' Sidney Marcus Auditorium Foyer', "" Sidney Marcus Auditorium Interpreter's Booth"", ' Sidney Marcus Auditorium Lounge']",41887,1500,1700,42035,2015/1/31,41842,18988,0,1,4290,1,148,193,1,5,5,1,0,0,0,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,nomatch
26,9047,Presenting Atlanta - Caterpillar,42036,2015/2/1,Confirmed (56),REC,"['Dome Field', "" Owner's Club""]",41960,50,50,42036,2015/2/1,41808,0,0,1,10000,1,76,228,1,6,6,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nomatch
27,9913,State of the City,42039,2015/2/4,Confirmed (56),MEET,"['Georgia Ballroom 1-3', ' Georgia Ballroom Dressing Room 1', ' Georgia Ballroom Dressing Room 2', ' Georgia Ballroom Dressing Room 3', ' Georgia Ballroom Dressing Room 4', ' Georgia Ballroom Galleria', ' Georgia Ballroom Green Room', ' Georgia Ballroom Patio']",41977,800,1100,42038,2015/2/4,41940,75662,25000,1,0,1,62,99,2,2,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,nomatch
28,7803,Atlanta ACG Capital Connection,42040,2015/2/5,Confirmed (56),CONF,"['Meeting Room B401', ' Meeting Room B402', ' Meeting Room B405', ' Thomas Murphy Ballroom 1-4']",41732,1000,1122,42039,2015/2/5,41647,78803,90000,250,0,1,308,393,2,3,3,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,nomatch
29,8269,Winter Jam Jam Zone,42040,2015/2/7,Confirmed (56),PUB,"['Exhibit Hall C2', ' Exhibit Hall C3', ' Hall C2 Show Office', ' Hall C3a Show Office', ' Hall C3b Show Office', ' Room C102 Auditorium']",41754,10000,10000,42040,2015/2/7,41709,427866,0,1,16182.5,3,286,331,3,3,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,nomatch
30,10043,Recruit Military Job Fair,42040,2015/2/5,Confirmed (56),JF,"['Blue Lot', ' Club Lounge North', ' Gate B', ' Gold Deck']",42009,503,500,42039,2015/2/5,41956,0,0,1,5000,1,31,84,2,3,3,0,0,0,0,5,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nomatch
31,10406,Cary Street Partners,42040,2015/2/5,Confirmed (56),MEET,['Meeting Room B411'],42025,10,10,42040,2015/2/5,42020,460,,1,140,1,15,20,1,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,nomatch
32,10458,Greene Holcomb Fisher,42040,2015/2/5,Confirmed (56),MEET,['Meeting Room B408'],42030,20,10,42040,2015/2/5,42027,2178,,1,455,1,10,13,1,3,3,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,nomatch
33,8226,Winter Jam,42042,2015/2/7,Confirmed (56),CON,"['Arena East', ' Club Level Concourse', ' Club Level Entrance (Gate F)', ' Gate C', ' Gate D', ' Lower Level Concourse', ' Media Center 1-2', ' Meeting Rooms 1-2 Combined', ' Meeting Rooms 3-4 Combined', ' Reception Center', ' Upper Gate C', ' Upper Gate D', ' Upper Level Concourse', ' Visitor Locker Room']",41768,30000,28905,42041,2015/2/8,41703,0,0,1,0,1,274,339,3,5,5,1,0,0,0,3,1,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nomatch
34,10399,Atomy America,42042,2015/2/7,Confirmed (56),MEET,"['Meeting Room B401-B402', ' Meeting Room B405-B406A']",42026,350,200,42041,2015/2/7,42019,17826,15000,1,0,1,16,23,2,5,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,nomatch
35,5126,Training 2015 Conference and Expo,42044,2015/2/10,Confirmed (56),CONF,"['Building A Registration Hall', ' Exhibit Hall A2', ' Meeting Room A301', ' Meeting Room A302', ' Meeting Room A303', ' Meeting Room A304', ' Meeting Room A305', ' Meeting Room A306', ' Meeting Room A307', ' Meeting Room A308a', ' Meeting Room A308b', ' Meeting Room A309', ' Meeting Room A310', ' Meeting Room A311', ' Meeting Room A312', ' Meeting Room A313', ' Meeting Room A314', ' Meeting Room A315', ' Meeting Room A316', ' Meeting Room A401', ' Meeting Room A402', ' Meeting Room A403', ' Meeting Room A404', ' Meeting Room A405', ' Meeting Room A406', ' Meeting Room A407', ' Meeting Room A408', ' Meeting Room A410', ' Meeting Room A411', ' Meeting Room A412', ' Thomas Murphy Ballroom 2-3', ' Thomas Murphy Ballroom Dressing Room 1', ' Thomas Murphy Ballroom Dressing Room 2', ' Thomas Murphy Ballroom Dressing Room 3', ' Thomas Murphy Ballroom Dressing Room 4', ' Thomas Murphy Ballroom Dressing Room 5', ' Thomas Murphy Ballroom Dressing Room 6', ' Thomas Murphy Ballroom Dressing Room 7', ' Thomas Murphy Ballroom Dressing Room 8', ' Thomas Murphy Ballroom Galleria']",41144,1800,1994,42040,2015/2/11,41344,1306427,40000,1995,54075,2,900,700,7,0,1,0,0,0,0,1,0,0,0,1,0,0,7,0,1,0,0,0,0,0,2,0,0,0,16,1,2,1,0,0,0,0,0,0,0,0,17,nomatch
36,10115,BBYO,42048,2015/2/13,Confirmed (56),MEET,['Meeting Room A402'],42016,150,130,42048,2015/2/13,41969,1898,0,1,600,1,32,79,1,4,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,nomatch
37,5672,Cheersport Corporation,42049,2015/2/15,Confirmed (56),COMP,"['Building B Registration Hall', ' Building B-C Connector', ' Exhibit Hall C4', ' Exhibit Halls A1-A3 Combined', ' Exhibit Halls B1-B5 Combined', ' Exhibit Halls C1-C2 Combined', ' Exhibit Halls C1-C3 Combined', ' Exhibit Halls C3-C4 Combined', ' Georgia Ballroom 1-3', ' Meeting Room A301', ' Meeting Room A302', ' Meeting Room A303', ' Meeting Room A304', ' Meeting Room A305', ' Meeting Room A306', ' Meeting Room A307', ' Meeting Room A308a', ' Meeting Room A308b', ' Meeting Room A309', ' Meeting Room A310', ' Meeting Room A311', ' Meeting Room A312', ' Meeting Room A313', ' Meeting Room A314', ' Meeting Room A315', ' Meeting Room A316', ' Meeting Room A401', ' Meeting Room A402', ' Meeting Room A403', ' Meeting Room A404', ' Meeting Room A405', ' Meeting Room A406', ' Meeting Room A407', ' Meeting Room A408', ' Meeting Room A409', ' Meeting Room A410', ' Meeting Room A411-A412', ' Meeting Room B201', ' Meeting Room B202', ' Meeting Room B203', ' Meeting Room B204', ' Meeting Room B205', ' Meeting Room B206', ' Meeting Room B207', ' Meeting Room B208', ' Meeting Room B209', ' Meeting Room B210', ' Meeting Room B211', ' Meeting Room B212', ' Meeting Room B213', ' Meeting Room B214', ' Meeting Room B215', ' Meeting Room B216', ' Meeting Room B217', ' Meeting Room B218', ' Meeting Room B301', ' Meeting Room B302', ' Meeting Room B303', ' Meeting Room B304', ' Meeting Room B305', ' Meeting Room B306', ' Meeting Room B307', ' Meeting Room B308', ' Meeting Room B309', ' Meeting Room B310', ' Meeting Room B311', ' Meeting Room B312', ' Meeting Room B313', ' Meeting Room B314', ' Meeting Room B315', ' Meeting Room B316', ' Meeting Room B317', ' Meeting Room B318', ' Meeting Room B319', ' Meeting Room B401', ' Meeting Room B402', ' Meeting Room B403', ' Meeting Room B404', ' Meeting Room B405', ' Meeting Room B406', ' Meeting Room B407', ' Meeting Room B408', ' Meeting Room B409', ' Meeting Room B411', ' Meeting Room C103', ' Meeting Room C104', ' Meeting Room C105', ' Meeting Room C106', ' Meeting Room C107', ' Meeting Room C108', ' Meeting Room C109', ' Meeting Room C110', ' Meeting Room C201', ' Meeting Room C202', ' Meeting Room C203', ' Meeting Room C204', ' Meeting Room C205', ' Meeting Room C206', ' Meeting Room C207', ' Meeting Room C208', ' Meeting Room C209', ' Meeting Room C210', ' Meeting Room C211-C213', ' Meeting Room C301', ' Meeting Room C302', ' Room C101 Auditorium', ' Room C102 Auditorium', ' Thomas Murphy Ballroom 1-4']",41211,25000,35000,42045,2015/2/16,41410,9874680,0,42227,400000,2,838,639,7,5,6,1,0,1,0,1,0,0,1,0,1,0,7,1,7,13,7,11,37,4,8,3,0,3,17,1,2,1,24,11,6,3,13,7,1,0,1,nomatch
38,10447,Georgia United Credit Union Luncheon,42051,2015/2/16,Confirmed (56),ME,"['Georgia Ballroom 1', ' JA BizTown Pre-Function Area', ' JA Finance Park Classroom', ' JA Finance Park Theater']",42034,250,200,42051,2015/2/16,42026,7685,8500,1,0,1,17,25,1,0,0,0,1,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,nomatch
39,5361,Bronner Brothers,42056,2015/2/23,Confirmed (56),CONV,"['Building A Registration Hall', ' Executive Boardroom', ' Exhibit Hall A1', ' Exhibit Halls A2-A3 Combined', ' Meeting Room A301', ' Meeting Room A302', ' Meeting Room A303', ' Meeting Room A304', ' Meeting Room A305', ' Meeting Room A306', ' Meeting Room A307', ' Meeting Room A308a', ' Meeting Room A308b', ' Meeting Room A309', ' Meeting Room A310', ' Meeting Room A311', ' Meeting Room A312', ' Meeting Room A313', ' Meeting Room A314', ' Meeting Room A315', ' Meeting Room A316', ' Meeting Room A401', ' Meeting Room A402', ' Meeting Room A403', ' Meeting Room A404', ' Meeting Room A405', ' Meeting Room A406', ' Meeting Room A407', ' Meeting Room A408', ' Meeting Room A409', ' Meeting Room A410', ' Meeting Room A411', ' Meeting Room A412', ' Meeting Room A412A', ' Sidney Marcus Auditorium']",41870,16000,18000,42053,2015/2/24,41379,2861528,0,3378,144000,3,186,677,7,5,0,1,0,0,0,1,0,0,0,1,0,0,8,2,7,0,0,0,0,0,2,0,0,0,17,1,2,2,0,0,0,0,0,0,0,1,0,nomatch
40,7809,Monster Energy Supercross Atlanta I,42056,2015/2/21,Confirmed (56),COMP,"['Exhibit Hall C2', ' Exhibit Hall C3', ' Exhibit Hall C4', ' Gold Deck Turnaround', ' Stadium', ' West Plaza']",41900,60000,32663,42049,2015/2/26,41647,1502400,0,1,0,1,156,409,13,5,5,1,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nomatch
41,7978,Atlanta Mission 5K Race,42056,2015/2/21,Confirmed (56),CHRTY,['Game Plaza'],41820,5000,0,42056,2015/2/21,41670,0,0,1,5000,1,236,386,1,5,5,1,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nomatch
