,Event ID,Description,Start Date,End Date,Status,Type,Booked Spaces,Firm (Booked Date),Forecast Attendance,Actual Attendance (Attendee + Exhibitor),In Date,Out Date,Booking Entered On (Client Contact Date),SQFT per Event,F&B Minimum Per Contract:,Total Room Nights,Ordered Rent Total,eventDuration,bookingTillStart,contactTillStart,totalEventDuration,startDoW,endDoW,isWeekend,isHoliday,isHolidayTotal,isStadium,Frequency,Recur (Y/N),O,U,P-A,P-B,P-C,M-A2,E-A3,E-A1,E-A2,E-B1,E-B2,E-B3,E-C1,M-A5,M-B2,M-C4,BA-C,M-A1,P,M-A4,M-A3,M-B3,M-B4,M-B1,M-B5,M-C1,M-C2,M-C3,BA-A,BA-B,Expense
2136,18877,DoTERRA,43530,2019/3/8,Confirmed (56),CONF,"['Executive Boardroom', ' Exhibit Hall A1', ' Exhibit Hall A2', ' Exhibit Hall A3', ' Meeting Room A304', ' Meeting Room A305', ' Meeting Room A307', ' Meeting Room A308a', ' Meeting Room A308b', ' Meeting Room A309', ' Meeting Room A404-A405', ' Meeting Room A411', ' Meeting Room A412', ' Sidney Marcus Auditorium', ' Sidney Marcus Auditorium Foyer', "" Sidney Marcus Auditorium Interpreter's Booth""]",43243,4000,3200,43528,2019/3/8,43217,1762099,100000,1300,82261.5,3,287,313,5,2,4,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,2,0,0,0,5,0,2,0,0,0,0,0,0,0,0,1,0,32968.99
2137,21843,GES-HELI,43532,2019/3/9,Confirmed (56),P,['Yellow Lot North'],43530,10,0,43532,2019/3/9,43530,0,1,1,0,2,2,2,2,4,5,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nomatch
2139,19139,6th Annual Black Women in Jazz & Arts,43533,2019/3/9,Confirmed (56),AWC,"['Sidney Marcus Auditorium', ' Sidney Marcus Auditorium Foyer', "" Sidney Marcus Auditorium Interpreter's Booth"", ' Sidney Marcus Auditorium Lounge']",43315,1700,1500,43533,2019/3/9,43249,16435,1,500,5834,1,218,284,1,5,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,799.97
2142,21282,Pulse Boxing Match,43533,2019/3/9,Confirmed (56),GAM,['Meeting Room A411-A412'],43490,300,700,43533,2019/3/9,43474,11291,1,1,3797.46,1,43,59,1,5,5,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,818.95
2143,17678,Rite of Election,43534,2019/3/10,Confirmed (56),CONF,"['Thomas Murphy Ballroom 1-4', ' Thomas Murphy Ballroom Dressing Room 1', ' Thomas Murphy Ballroom Dressing Room 2', ' Thomas Murphy Ballroom Dressing Room 3', ' Thomas Murphy Ballroom Dressing Room 4', ' Thomas Murphy Ballroom Galleria']",43206,4500,4250,43534,2019/3/10,43146,51738,1,1,25168,1,328,388,1,6,6,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1667.01
2144,20073,Atlanta United vs. FC Cincinnati Fan Village,43534,2019/3/10,Confirmed (56),PRTY,['International Plaza'],43472,2000,0,43533,2019/3/10,43318,188780,1,1,2537.5,1,62,216,2,6,6,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nomatch
2146,21666,Lot 3 Fern/ NexxtShow,43534,2019/3/16,Confirmed (56),INT,['Marshalling Yard 3'],43515,1,0,43534,2019/3/16,43515,1162000,1,1,3500,7,19,19,7,6,5,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nomatch
2147,19299,Freeman/TMC AM Trucking,43536,2019/3/25,Confirmed (56),P,['Marshalling Yard 1'],43272,25,0,43536,2019/3/25,43272,2240000,1,1,7000,14,264,264,14,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nomatch
2148,19491,Freeman/Hinman,43536,2019/3/26,Confirmed (56),P,['Marshalling Yard 2'],43294,1,0,43536,2019/3/26,43294,1836000,1,1,6800,15,242,242,15,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nomatch
2149,21208,IELTS Workshop,43536,2019/3/12,Confirmed (56),MEET,['Meeting Room B405'],43488,50,40,43536,2019/3/12,43461,3476,700,1,1000,1,48,75,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,nomatch
2150,21297,CEA Workshops,43536,2019/3/12,Confirmed (56),MEET,"['Meeting Room B310', ' Meeting Room B311']",43507,100,100,43536,2019/3/12,43475,4356,2000,1,750,1,29,61,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,18253.13
2151,5899,TESOL 2019 International Convention & English Language Expo,43537,2019/3/15,Confirmed (56),CONV,"['Building A Registration Hall', ' Building B Registration Hall', ' Exhibit Hall A1', ' Exhibit Hall A2', ' International Conference Room', ' Meeting Room A301', ' Meeting Room A302', ' Meeting Room A303', ' Meeting Room A304', ' Meeting Room A305', ' Meeting Room A306', ' Meeting Room A307', ' Meeting Room A308a', ' Meeting Room A308b', ' Meeting Room A309', ' Meeting Room A310', ' Meeting Room A311', ' Meeting Room A312', ' Meeting Room A313', ' Meeting Room A314', ' Meeting Room A315', ' Meeting Room A316', ' Meeting Room A401', ' Meeting Room A402', ' Meeting Room A403', ' Meeting Room A404', ' Meeting Room A405', ' Meeting Room A406', ' Meeting Room A407', ' Meeting Room A408', ' Meeting Room A409', ' Meeting Room A410', ' Meeting Room A411', ' Meeting Room A412', ' Meeting Room B401', ' Meeting Room B402', ' Meeting Room B403', ' Meeting Room B404', ' Meeting Room B408', ' Meeting Room B409']",41589,6500,5500,43533,2019/3/16,41424,2036455,20000,9825,122075.5,3,1948,2113,8,2,4,0,0,0,0,1,0,0,1,1,1,0,7,1,1,0,0,0,0,0,2,0,0,0,17,2,2,1,4,2,0,0,0,0,0,0,0,73444.85
2152,20740,CONCACAF Champions League Match Quarterfinal- GWCC Budget,43537,2019/3/13,Confirmed (56),GAM,"['International Plaza', ' Stadium']",43527,50000,0,43537,2019/3/13,43397,94390,1,1,2537.5,1,10,140,1,2,2,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33096.1
2153,21227,Pearson Meeting,43537,2019/3/14,Confirmed (56),MEET,['Meeting Room B308'],43474,100,100,43537,2019/3/14,43468,6222,1500,1,1750,2,63,69,2,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,nomatch
2154,20779,CONFIDENTIAL: The Climate Reality Project's Leadership Corp Training,43538,2019/3/16,Confirmed (56),MEET,"['Meeting Room B301', ' Meeting Room B305', ' Meeting Room B306', ' Meeting Room B308', ' Meeting Room B309', ' Meeting Room B310', ' Meeting Room B317', ' Meeting Room B401', ' Meeting Room B402', ' Meeting Room B403', ' Meeting Room B404', ' Meeting Room B405', ' Meeting Room B406A', ' Meeting Room B406B', ' Meeting Room B407', ' Meeting Room B408', ' Meeting Room B409', ' Meeting Room B411', ' Thomas Murphy Ballroom 1-4', ' Thomas Murphy Ballroom Dressing Room 1', ' Thomas Murphy Ballroom Dressing Room 2', ' Thomas Murphy Ballroom Dressing Room 3', ' Thomas Murphy Ballroom Dressing Room 4', ' Thomas Murphy Ballroom Galleria']",43481,1400,2200,43537,2019/3/16,43403,304931,150000,238,32719.04,3,57,135,4,3,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,8,6,2,0,0,0,0,0,6,8692.83
2155,21089,State of the City Mayor's Breakfast,43538,2019/3/14,Confirmed (56),ME,"['Georgia Ballroom 1-3', ' Georgia Ballroom Dressing Room 1', ' Georgia Ballroom Dressing Room 2', ' Georgia Ballroom Dressing Room 3', ' Georgia Ballroom Dressing Room 4', ' Georgia Ballroom Galleria', ' Georgia Ballroom Green Room', ' Georgia Ballroom Mezzanine', ' Georgia Ballroom Patio', ' Meeting Room C302']",43489,1200,900,43537,2019/3/14,43440,86011,28100,1,0,1,49,98,2,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,459.05
2156,21117,Shepard - Face and Body Southeast Spa,43538,2019/3/19,Confirmed (56),INT,['Marshalling Yard 3'],43441,26,0,43538,2019/3/19,43441,996000,1,1,3000,6,97,97,6,3,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nomatch
2157,21841,ShoulderHill Entertainment Meeting,43538,2019/3/15,Confirmed (56),MEET,['Meeting Room B307'],43536,10,0,43538,2019/3/15,43529,942,1,1,314.16,2,2,9,2,3,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,nomatch
2158,21480,Freeman/AutoShow,43539,2019/3/28,Confirmed (56),P,"['Marshalling Yard 3', ' Yellow Lot North']",43494,1,0,43539,2019/3/28,43494,2324000,1,1,35000,14,45,45,14,4,3,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nomatch
2160,21525,Atlanta Science Festival,43540,2019/3/16,Confirmed (56),MEET,['JA Finance Park Theater'],43497,150,0,43540,2019/3/16,43497,0,1,1,0,1,43,43,1,5,5,1,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nomatch
2161,17554,Skin Inc. Face & Body Spa Expo and Conference Southeast,43541,2019/3/18,Confirmed (56),MEET,"['Georgia Ballroom 1-3', ' Meeting Room C201', ' Meeting Room C203', ' Meeting Room C204', ' Meeting Room C205', ' Meeting Room C206', ' Meeting Room C207', ' Meeting Room C208', ' Meeting Room C209', ' Meeting Room C210', ' Meeting Room C211', ' Meeting Room C212', ' Meeting Room C213', ' Meeting Room C301', ' Meeting Room C302']",43199,1000,2100,43540,2019/3/19,43133,160052,8000,487,20000,2,342,408,4,6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,5,1,0,0,9766.47
2162,19140,Publix Atlanta  Marathon,43541,2019/3/17,Confirmed (56),SPORT,['All North Park'],43341,7000,11000,43537,2019/3/17,43249,0,1,1,61500,1,200,292,5,6,6,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6864.14
2163,21253,Atlanta United vs. Philadelphia Union Fan Village,43541,2019/3/17,Confirmed (56),PRTY,['International Plaza'],43472,2000,0,43540,2019/3/17,43472,188780,1,1,2537.5,1,69,69,2,6,6,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nomatch
2164,21333,Atlanta United vs. Philadelphia Union- GWCC Budget,43541,2019/3/17,Confirmed (56),GAM,['Stadium'],43481,50000,0,43541,2019/3/17,43481,0,1,1,0,1,60,60,1,6,6,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nomatch
2165,11082,TMC 2019 Annual Meeting & Transportation Technology Exhibition,43542,2019/3/20,Confirmed (56),CONV,"['Authority Boardroom', ' Building B Connector Overlook', ' Building B-C Connector East', ' Exhibit Hall B1', ' Exhibit Hall Meeting Room B101-103 Combined', ' Exhibit Halls B2-B5 Combined', ' Exhibit Halls B3-B5 Combined', ' Meeting Room B201', ' Meeting Room B202', ' Meeting Room B203', ' Meeting Room B204', ' Meeting Room B205', ' Meeting Room B206', ' Meeting Room B207', ' Meeting Room B208', ' Meeting Room B209', ' Meeting Room B210', ' Meeting Room B211', ' Meeting Room B212', ' Meeting Room B213', ' Meeting Room B214', ' Meeting Room B215', ' Meeting Room B216', ' Meeting Room B217', ' Meeting Room B218', ' Meeting Room B307', ' Meeting Room B308', ' Meeting Room B309', ' Meeting Room B310', ' Meeting Room B311', ' Meeting Room B312', ' Meeting Room B314', ' Meeting Room B315', ' Meeting Room B316', ' Social Table', ' Thomas Murphy Ballroom 1-4', ' Thomas Murphy Ballroom Galleria']",42257,4000,5000,43535,2019/3/22,42111,6991274,250000,11776,168336,3,1285,1431,12,0,2,0,0,0,0,1,0,0,0,0,3,1,0,0,0,0,2,8,52,0,0,24,0,0,0,4,0,0,16,5,2,1,0,0,0,0,2,68432.38
2166,6121,2019 Atlanta International Auto Show,43544,2019/3/24,Confirmed (56),PROMO,"['Building C Connector Overlook', ' Exhibit Hall C1', ' Exhibit Hall C2', ' Exhibit Hall C3', ' Exhibit Hall C4', ' Meeting Room C103', ' Meeting Room C104', ' Meeting Room C105', ' Meeting Room C106', ' Meeting Room C107', ' Meeting Room C108', ' Meeting Room C109', ' Meeting Room C110']",43340,50000,100000,43539,2019/3/26,41429,5050812,1,1,332800,5,204,2115,12,2,6,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,6,2,0,0,0,166842.37
2167,5501,Hinman Dental Meeting,43545,2019/3/23,Confirmed (56),CONV,"['Building A Registration Hall', ' Building B Registration Hall', ' Exhibit Halls A1-A3 Combined', ' Meeting Room A301', ' Meeting Room A302', ' Meeting Room A303', ' Meeting Room A304', ' Meeting Room A305', ' Meeting Room A306', ' Meeting Room A307', ' Meeting Room A308a', ' Meeting Room A308b', ' Meeting Room A309', ' Meeting Room A310', ' Meeting Room A311', ' Meeting Room A312', ' Meeting Room A313', ' Meeting Room A314', ' Meeting Room A315', ' Meeting Room A316', ' Meeting Room A401', ' Meeting Room A402', ' Meeting Room A403', ' Meeting Room A404', ' Meeting Room A405', ' Meeting Room A406', ' Meeting Room A407', ' Meeting Room A408', ' Meeting Room A409', ' Meeting Room A410', ' Meeting Room A411', ' Meeting Room A412', ' Meeting Room B301', ' Meeting Room B302', ' Meeting Room B303', ' Meeting Room B304', ' Meeting Room B305', ' Meeting Room B306', ' Meeting Room B307', ' Meeting Room B308', ' Meeting Room B309', ' Meeting Room B310', ' Meeting Room B311', ' Meeting Room B312', ' Meeting Room B313', ' Meeting Room B314', ' Meeting Room B315', ' Meeting Room B316', ' Meeting Room B317', ' Meeting Room B318', ' Meeting Room B319', ' Meeting Room B401', ' Meeting Room B402', ' Meeting Room B403', ' Meeting Room B404', ' Meeting Room B405', ' Meeting Room B406', ' Meeting Room B407', ' Meeting Room B408', ' Meeting Room B409', ' Meeting Room B411', ' Sidney Marcus Auditorium', ' Thomas Murphy Ballroom 1-4']",42611,22500,21626,43541,2019/3/25,41401,4008541,150000,12860,307630.75,3,934,2144,9,3,5,1,0,0,0,5,1,0,0,1,1,0,7,1,7,13,0,0,0,0,2,0,0,0,17,2,2,1,12,10,5,2,0,0,0,1,1,97508.73
2168,16964,Georgia Bridal & Wedding Expo,43547,2019/3/24,Confirmed (56),PUB,['Exhibit Hall B1'],43154,3000,3000,43546,2019/3/24,43049,268500,1,1,18900,2,393,498,3,5,6,1,0,0,0,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13732.92
2169,17152,Starpower International Talent Competition,43547,2019/3/24,Confirmed (56),COMP,"['Georgia Ballroom 1-3', ' Georgia Ballroom Dressing Room 1', ' Georgia Ballroom Dressing Room 2', ' Georgia Ballroom Dressing Room 3', ' Georgia Ballroom Dressing Room 4', ' Georgia Ballroom Galleria', ' Georgia Ballroom Green Room', ' Meeting Room C206', ' Meeting Room C301', ' Meeting Room C302']",43130,1500,1500,43546,2019/3/24,43077,112404,1,1,36660,2,417,470,3,5,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,2,1,0,0,1686.61
2172,20072,Dental Dash at Dawn 5k,43547,2019/3/23,Confirmed (56),CHRTY,['West Plaza'],43482,2000,150,43547,2019/3/23,43318,48000,1,1,7650,1,65,229,1,5,5,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409.45
2173,21359,Young Black Professionals Expo,43547,2019/3/23,Confirmed (56),MEET,['JA BizTown Courtyard'],43495,200,0,43547,2019/3/23,43482,0,1,1,0,1,52,65,1,5,5,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nomatch
2174,19568,Pink Cultured Pearls,43548,2019/3/24,Confirmed (56),ME,"['Thomas Murphy Ballroom 1', ' Thomas Murphy Ballroom 2-3', ' Thomas Murphy Ballroom 4', ' Thomas Murphy Ballroom Dressing Room 1', ' Thomas Murphy Ballroom Dressing Room 2', ' Thomas Murphy Ballroom Dressing Room 3', ' Thomas Murphy Ballroom Dressing Room 4']",43515,500,468,43548,2019/3/25,43306,33678,25750,1,80,1,33,242,2,6,6,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,nomatch
2175,20168,McDonald's All-American Game Fan Fest,43548,2019/3/24,Confirmed (56),PRTY,['All South Park'],43432,7500,7500,43547,2019/3/24,43327,0,5000,1,22750,1,116,221,2,6,6,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4244.13
2176,21889,Lovestruck,43549,2019/3/28,Confirmed (56),FILM,"['Building B Level 4 - Sales Department', ' Building B Level 4 - Sales Lobby', ' Exhibit Hall B1', ' Exhibit Hall C1', ' Red Deck', ' Sales & Event Services Boardroom']",43544,200,0,43546,2019/3/28,43535,388983,2000,1,30000,4,5,14,7,0,3,0,0,0,0,1,0,2,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1946.02
2177,21316,Great Futures Start Here Banquet,43550,2019/3/26,Confirmed (56),MEET,"['JA BizTown Conference Room', ' JA BizTown Pre-Function Area']",43479,150,0,43550,2019/3/26,43479,0,1,1,0,1,71,71,1,1,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nomatch
2178,21957,Get Motivated Atlanta,43550,2019/3/26,Confirmed (56),PUB,"['Meeting Room B401-B402', ' Meeting Room B403', ' Meeting Room B404', ' Meeting Room B411', ' Thomas Murphy Ballroom 1-4', ' Thomas Murphy Ballroom Dressing Room 1', ' Thomas Murphy Ballroom Dressing Room 2', ' Thomas Murphy Ballroom Dressing Room 3', ' Thomas Murphy Ballroom Dressing Room 4', ' Thomas Murphy Ballroom Galleria']",43545,4000,2200,43549,2019/3/26,43543,125466,5000,1,35000,1,5,7,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,1,0,0,0,0,0,6,1944.99
2179,21490,Freeman - AM ASSN FOR CANCER,43551,2019/4/4,Confirmed (56),P,"['Marshalling Yard 1', ' Marshalling Yard 2']",43495,1,0,43551,2019/4/4,43495,2144000,1,1,8100,9,56,56,9,2,3,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nomatch
2180,10925,AACR Annual Meeting 2019,43554,2019/4/3,Confirmed (56),CONV,"['Building A-B Registration Hall', ' Executive Boardroom', ' Exhibit Halls A1-A3 Combined', ' Exhibit Halls B1-B5 Combined', ' Exhibit Halls B2-B3 Combined', ' Georgia Ballroom 1-3', ' International Conference Room', ' Meeting Room A301', ' Meeting Room A302', ' Meeting Room A303', ' Meeting Room A304', ' Meeting Room A305', ' Meeting Room A306', ' Meeting Room A307', ' Meeting Room A308a', ' Meeting Room A308b', ' Meeting Room A309', ' Meeting Room A310', ' Meeting Room A311', ' Meeting Room A312', ' Meeting Room A313', ' Meeting Room A314', ' Meeting Room A315', ' Meeting Room A316', ' Meeting Room A401', ' Meeting Room A402', ' Meeting Room A403', ' Meeting Room A404', ' Meeting Room A405', ' Meeting Room A406', ' Meeting Room A407', ' Meeting Room A408', ' Meeting Room A409', ' Meeting Room A410', ' Meeting Room A411', ' Meeting Room A412', ' Meeting Room B201', ' Meeting Room B202', ' Meeting Room B203', ' Meeting Room B204', ' Meeting Room B205', ' Meeting Room B206', ' Meeting Room B207', ' Meeting Room B208', ' Meeting Room B209', ' Meeting Room B210', ' Meeting Room B211', ' Meeting Room B212', ' Meeting Room B213', ' Meeting Room B214', ' Meeting Room B215', ' Meeting Room B216', ' Meeting Room B217', ' Meeting Room B218', ' Meeting Room B301', ' Meeting Room B302', ' Meeting Room B303', ' Meeting Room B304', ' Meeting Room B305', ' Meeting Room B306', ' Meeting Room B307', ' Meeting Room B308', ' Meeting Room B309', ' Meeting Room B310', ' Meeting Room B311', ' Meeting Room B312', ' Meeting Room B313', ' Meeting Room B314', ' Meeting Room B315', ' Meeting Room B316', ' Meeting Room B317', ' Meeting Room B318', ' Meeting Room B319', ' Meeting Room B401', ' Meeting Room B402', ' Meeting Room B403', ' Meeting Room B404', ' Meeting Room B405', ' Meeting Room B406', ' Meeting Room B407', ' Meeting Room B408', ' Meeting Room B409', ' Meeting Room B411', ' Meeting Room C301', ' Meeting Room C302', ' Sidney Marcus Auditorium', ' Thomas Murphy Ballroom 1-4', ' Thomas Murphy Ballroom Dressing Room 1', ' Thomas Murphy Ballroom Dressing Room 2', ' Thomas Murphy Ballroom Dressing Room 3', ' Thomas Murphy Ballroom Dressing Room 4', ' Thomas Murphy Ballroom Dressing Room 5', ' Thomas Murphy Ballroom Dressing Room 6', ' Thomas Murphy Ballroom Dressing Room 7', ' Thomas Murphy Ballroom Dressing Room 8', ' Thomas Murphy Ballroom Galleria']",42594,19500,26945,43550,2019/4/4,42101,11002693,1,43020,607200,5,960,1453,10,5,2,1,0,0,0,1,0,0,1,1,0,0,8,1,7,13,8,18,37,0,2,3,0,1,17,1,2,1,24,11,6,3,0,1,1,1,10,199242.71
2182,20303,AACR Annual Meeting 5K Run/Walk,43554,2019/3/30,Confirmed (56),SPORT,['International Blvd - Park'],43368,250,500,43554,2019/3/30,43342,0,1,1,1500,1,186,212,1,5,5,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3161.15
2183,21992,George Strait Concert - GWCC Budget,43554,2019/3/30,Confirmed (56),CON,['Stadium'],43548,50000,0,43554,2019/3/30,43548,0,1,1,0,1,6,6,1,5,5,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48803.8
2184,21139,Discovery Center Tour and Lunch,43557,2019/12/11,Confirmed (56),MEET,['JA BizTown Pre-Function Area'],43445,56,0,43557,2019/12/11,43445,0,1,1,0,254,112,112,254,1,2,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nomatch
2185,19300,Freeman/National Propane,43559,2019/4/18,Confirmed (56),P,['Marshalling Yard 1'],43272,25,0,43559,2019/4/18,43272,2400000,1,1,7500,15,287,287,15,3,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nomatch
2186,21975,Triangle Volleyball,43560,2019/4/11,Confirmed (56),ME,"['Meeting Room A406-A407', ' Meeting Room C208-C209']",43551,150,0,43560,2019/4/11,43544,5471,5150,1,0,7,9,16,7,4,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,nomatch
2187,14480,2019 Big South Qualifier,43561,2019/4/14,Confirmed (56),COMP,"['Building C Connector Overlook', ' Exhibit Halls A1-A3 Combined', ' Exhibit Halls C1-C4 Combined', ' Hall C1 Show Office', ' Hall C2 Show Office', ' Hall C3a Show Office', ' Hall C3b Show Office', ' Hall C4 Show Office', ' Meeting Room A301', ' Meeting Room A302', ' Meeting Room A303', ' Meeting Room A304', ' Meeting Room A305', ' Meeting Room A306', ' Meeting Room A307', ' Meeting Room A308a', ' Meeting Room A308b', ' Meeting Room A309', ' Meeting Room A310', ' Meeting Room A311', ' Meeting Room A312', ' Meeting Room A313', ' Meeting Room A314', ' Meeting Room A315', ' Meeting Room A316', ' Meeting Room C103', ' Meeting Room C104', ' Meeting Room C105', ' Meeting Room C108-C109', ' Meeting Room C110', ' Meeting Room C202', ' Meeting Room C203']",42634,50000,50000,43559,2019/4/14,42601,6122673,0.01,29042,230274.2,9,927,960,11,5,6,1,0,0,0,1,0,0,0,0,0,1,5,1,7,13,0,0,0,6,0,0,0,0,10,1,2,0,0,0,0,0,5,2,0,0,0,199718.6
2188,19308,Freeman/MRO AMERICA,43561,2019/4/16,Confirmed (56),P,['Marshalling Yard 2'],43272,25,0,43561,2019/4/16,43272,1728000,1,1,4400,11,289,289,11,5,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232
2189,20626,SOAR EMPOWERMENT SERIES,43561,2019/4/6,Confirmed (56),CONF,"['Building A Registration Hall', ' Meeting Room A401', ' Meeting Room A411', ' Meeting Room A411-A412', ' Meeting Room A412', ' Sidney Marcus Auditorium', ' Sidney Marcus Auditorium Foyer', "" Sidney Marcus Auditorium Interpreter's Booth""]",43424,1700,1500,43560,2019/4/6,43383,76401,1,250,9459.53,1,137,178,2,5,5,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,-121.97
2190,20908,Brawl for a Cause,43561,2019/4/7,Confirmed (56),COMP,"['Thomas Murphy Ballroom 1-4', ' Thomas Murphy Ballroom Dressing Room 1', ' Thomas Murphy Ballroom Dressing Room 2', ' Thomas Murphy Ballroom Dressing Room 3', ' Thomas Murphy Ballroom Dressing Room 4']",43523,1600,1600,43561,2019/4/7,43413,67316,30000,1,5000,2,38,148,2,5,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5129.73
2191,21167,Appreciation Party,43561,2019/4/6,Confirmed (56),PRTY,['Meeting Room A402-A403'],43476,75,0,43561,2019/4/6,43451,3779,500,1,0,1,85,110,1,5,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,182.61
